2022/09/13 18:01:20;OK;Slip.pdf;
2022/09/13 18:01:23;OK;Cheque.pdf;
2022/09/13 18:01:26;OK;Cheque.pdf;
2022/09/13 18:01:28;OK;Cheque.pdf;
2022/09/13 18:01:31;OK;Cheque.pdf;
2022/09/13 18:01:34;OK;Cheque.pdf;
2022/09/13 18:01:37;OK;Cheque.pdf;
2022/09/13 18:01:40;OK;Cheque.pdf;
2022/09/13 18:01:43;OK;Cheque.pdf;
2022/09/13 18:01:46;OK;Cheque.pdf;
2022/09/13 18:01:49;OK;Cheque.pdf;
2022/09/13 18:04:23;OK;Slip.pdf;
2022/09/13 18:04:26;OK;Cheque.pdf;
2022/09/13 18:04:28;OK;Cheque.pdf;
2022/09/13 18:04:31;OK;Cheque.pdf;
2022/09/13 18:04:34;OK;Cheque.pdf;
2022/09/13 18:04:36;OK;Cheque.pdf;
2022/09/13 18:04:39;OK;Cheque.pdf;
2022/09/13 18:04:42;OK;Cheque.pdf;
2022/09/13 18:04:45;OK;Cheque.pdf;
2022/09/13 18:04:47;OK;Cheque.pdf;
2022/09/13 18:04:50;OK;Cheque.pdf;
